CustomerID,Age,Gender,Region,EmploymentStatus,AccountType,AccountBalance,MonthlyIncome,CreditScore,LoanAmount,LoanStatus,MonthlyTransactions,DateJoined,Churned
CUS0499,62,Female,Nakuru,Employed,Salary,112770.29,184023.31,492,42089.13,Defaulted,41,5/31/2018,Yes
CUS0500,18,Female,Nakuru,Employed,Fixed Deposit,63848.83,91171.45,488,21874.65,Defaulted,5,1/6/2021,No
CUS0501,33,Female,Nairobi,Unemployed,Salary,96444.78,1260.31,575,168763.08,Fully Paid,2,3/13/2019,No
CUS0502,56,Female,Nairobi,Employed,Current,153328.96,132101.44,373,41098.01,Defaulted,13,11/2/2020,Yes
CUS0503,22,Female,Eldoret,Self-Employed,Fixed Deposit,266325.56,54948.95,309,6442.9,Active,18,6/28/2019,No
CUS0504,39,Female,Mombasa,Employed,Salary,140419.1,165421.36,515,75457.66,Fully Paid,26,9/29/2018,No
CUS0505,46,Male,Eldoret,Self-Employed,Fixed Deposit,368546.31,199689,589,101062.46,Active,25,3/27/2023,No
CUS0506,20,Male,Nairobi,Self-Employed,Savings,75044.44,264923.42,744,305104.66,Fully Paid,44,12/16/2019,No
CUS0507,29,Male,Kisumu,Self-Employed,Current,43402.03,239754.43,492,34466.51,Defaulted,14,12/10/2022,No
CUS0508,43,Female,Nakuru,Unemployed,Current,156572.64,2242.27,588,187164.73,Fully Paid,5,5/21/2018,No
CUS0509,33,Female,Eldoret,Unemployed,Savings,83377.38,7621.41,443,36155.13,Defaulted,59,12/6/2022,No
CUS0510,68,Female,Nairobi,Unemployed,Salary,60577.29,15491.2,688,105297.19,Fully Paid,56,5/16/2019,No
CUS0511,54,Female,Kisumu,Self-Employed,Savings,22122.94,136855.61,706,126837.27,Active,42,1/27/2020,No
CUS0512,39,Female,Mombasa,Employed,Savings,39120.02,195302.13,669,84906.81,Defaulted,52,8/7/2019,No
CUS0513,46,Female,Nairobi,Self-Employed,Salary,113545.12,226007.33,740,431491.23,Fully Paid,2,11/20/2018,No
CUS0514,31,Male,Kisumu,Employed,Current,86439.61,32634.99,828,308261.44,Fully Paid,4,6/16/2020,No
CUS0515,45,Male,Kisumu,Unemployed,Savings,73928.54,17599.71,312,16844.96,Defaulted,12,9/4/2022,Yes
CUS0516,22,Female,Eldoret,Employed,Current,27145.09,47136.81,639,138803.08,Fully Paid,11,1/17/2021,No
CUS0517,64,Male,Mombasa,Self-Employed,Current,162172.28,59346.64,611,163635.53,Fully Paid,4,12/11/2021,No
CUS0518,66,Female,Nairobi,Employed,Savings,26067.54,154863.71,403,25757.17,Defaulted,43,9/12/2019,No
CUS0519,47,Male,Nairobi,Unemployed,Salary,44850.06,17299.37,638,74755.19,Defaulted,9,6/6/2021,No
CUS0520,63,Female,Mombasa,Unemployed,Current,120124.29,10726.99,497,36350.78,Defaulted,10,7/11/2022,Yes
CUS0521,69,Female,Nairobi,Employed,Current,18673.02,79138.45,599,106997.87,Fully Paid,27,9/1/2021,No
CUS0522,22,Male,Nakuru,Unemployed,Current,10128.06,7026.31,743,217484.1,Active,6,12/19/2020,No
CUS0523,29,Male,Nairobi,Employed,Current,55900.59,88291.19,658,185668.34,Defaulted,15,1/17/2018,Yes
CUS0524,33,Female,Eldoret,Self-Employed,Savings,54268.69,111469.87,667,67074.06,Active,42,9/29/2021,No
CUS0525,43,Female,Eldoret,Unemployed,Savings,90854.02,4858.19,468,8731.29,Active,31,8/1/2022,No
CUS0526,43,Male,Kisumu,Employed,Current,170054.86,133507.41,448,26160.37,Defaulted,22,2/9/2021,No
CUS0527,65,Male,Eldoret,Student,Salary,78662.5,27510.13,341,16881.22,Defaulted,53,9/6/2019,No
CUS0528,38,Female,Nakuru,Employed,Savings,4668.15,82204.01,501,143642.33,Fully Paid,6,3/24/2023,No
CUS0529,56,Male,Mombasa,Employed,Current,109374.28,61738.03,543,154100.7,Fully Paid,33,9/20/2021,No
CUS0530,53,Female,Nairobi,Student,Salary,108671.38,25964.44,763,294913.12,Active,29,8/1/2018,No
CUS0531,50,Female,Mombasa,Employed,Savings,34577.29,156103.17,748,291654.09,Active,21,4/7/2023,No
CUS0532,47,Female,Mombasa,Student,Savings,11995.27,28270.93,736,76325.55,Fully Paid,54,12/4/2022,No
CUS0533,54,Female,Nakuru,Student,Savings,28578.23,9137.99,830,302789.95,Active,56,10/3/2018,No
CUS0534,40,Male,Mombasa,Employed,Current,155459.83,54522.72,572,168347.3,Active,52,6/26/2019,Yes
CUS0535,27,Male,Nakuru,Self-Employed,Savings,35773.14,171600.23,729,405627.23,Fully Paid,30,8/25/2018,No
CUS0536,22,Male,Kisumu,Employed,Current,163336.39,134453.72,512,83624.5,Active,21,12/28/2022,No
CUS0537,53,Male,Nairobi,Employed,Current,67306.68,111629.49,403,29905.77,Defaulted,36,8/8/2018,No
CUS0538,51,Male,Eldoret,Employed,Current,36893.23,131824.33,491,13407.55,Defaulted,55,3/1/2022,No
CUS0539,69,Male,Mombasa,Employed,Savings,44148.99,60664.56,679,118823.49,Defaulted,58,2/7/2021,No
CUS0540,48,Male,Nairobi,Employed,Current,93193.53,111534.34,380,46820.68,Defaulted,22,11/15/2018,No
CUS0541,27,Female,Kisumu,Employed,Fixed Deposit,57248.7,141875.74,848,80198.81,Fully Paid,46,7/12/2019,No
CUS0542,36,Male,Nairobi,Student,Salary,26386.31,15817.66,676,84925.39,Defaulted,20,8/1/2019,No
CUS0543,49,Male,Kisumu,Unemployed,Salary,35889.64,13588.95,453,24397.76,Defaulted,22,5/23/2021,No
CUS0544,18,Female,Mombasa,Self-Employed,Current,27149.53,146333.56,539,79421.7,Fully Paid,52,3/8/2019,No
CUS0545,22,Male,Mombasa,Self-Employed,Current,71597.58,113407.88,673,166092.67,Fully Paid,40,1/9/2022,No
CUS0546,62,Male,Eldoret,Unemployed,Savings,96497.66,6072.1,503,70136.34,Defaulted,11,12/4/2019,No
CUS0547,21,Female,Mombasa,Employed,Savings,51413.03,99853.35,649,39089.48,Active,47,2/21/2019,No
CUS0548,33,Male,Nairobi,Self-Employed,Savings,63128.05,26465.09,442,21037.71,Defaulted,31,11/8/2021,No
CUS0549,41,Male,Mombasa,Student,Fixed Deposit,210373.92,21713.13,488,9479.66,Defaulted,51,7/22/2021,No
CUS0550,33,Male,Eldoret,Employed,Savings,33025.29,173667.96,571,105164.34,Fully Paid,40,10/13/2022,No
CUS0551,19,Female,Nairobi,Self-Employed,Savings,3291.53,119295.59,831,293841.47,Fully Paid,13,6/25/2019,No
CUS0552,66,Male,Nairobi,Unemployed,Salary,80046.71,920.66,599,133519.11,Defaulted,18,11/1/2020,No
CUS0553,45,Male,Nairobi,Student,Savings,48877.29,29669.39,725,88469.89,Fully Paid,22,9/27/2020,No
CUS0554,49,Female,Nairobi,Self-Employed,Savings,16625.24,93835.51,345,42999.04,Defaulted,56,5/30/2019,No
CUS0555,44,Male,Nakuru,Employed,Savings,76668.08,51525.59,394,8541.9,Defaulted,17,1/29/2023,No
CUS0556,37,Female,Kisumu,Employed,Current,101071.49,92857.93,363,14439.13,Active,38,2/3/2023,No
CUS0557,41,Female,Nairobi,Employed,Current,71103.82,155554.7,712,473290.4,Active,25,9/29/2022,No
CUS0558,29,Male,Kisumu,Unemployed,Current,33647.24,5878.33,308,36330.38,Active,32,4/15/2018,Yes
CUS0559,67,Female,Nairobi,Employed,Current,112671.36,127699.54,758,103358.04,Active,15,7/9/2018,Yes
CUS0560,52,Female,Eldoret,Unemployed,Fixed Deposit,388767.66,8311.2,708,52645.81,Fully Paid,13,7/23/2021,No
CUS0561,50,Male,Eldoret,Employed,Salary,49479.91,50019.88,769,174925.63,Fully Paid,58,5/17/2020,No
CUS0562,50,Female,Nairobi,Employed,Salary,40631.21,86148.79,805,162728.8,Fully Paid,26,8/26/2022,No
CUS0563,68,Female,Nakuru,Self-Employed,Salary,83070.89,222963.74,372,43251.79,Defaulted,50,7/21/2019,Yes
CUS0564,60,Male,Nakuru,Self-Employed,Current,35291.94,191361.09,383,11555.71,Defaulted,11,4/1/2018,No
CUS0565,54,Male,Nairobi,Employed,Savings,66994.73,50362.32,358,14335.66,Defaulted,13,1/8/2018,No
CUS0566,29,Male,Nairobi,Employed,Savings,60929.02,57764.81,320,34097.33,Active,33,11/15/2019,Yes
CUS0567,20,Female,Mombasa,Self-Employed,Savings,9621.12,199405.34,757,222848.07,Active,50,4/29/2022,No
CUS0568,18,Male,Nakuru,Employed,Fixed Deposit,66434.17,168280.62,456,47205.99,Defaulted,37,9/25/2018,No
CUS0569,50,Female,Eldoret,Employed,Salary,96840.41,89410.66,628,11894.48,Fully Paid,38,7/28/2021,No
CUS0570,57,Female,Nakuru,Unemployed,Current,62387.29,11906.22,502,85740.52,Fully Paid,1,6/21/2019,No
CUS0571,27,Female,Nakuru,Self-Employed,Savings,9558.13,67780.2,405,24632.1,Defaulted,39,11/27/2018,No
CUS0572,60,Female,Kisumu,Employed,Current,153088.6,82933.98,421,10450.76,Active,27,2/27/2022,No
CUS0573,61,Female,Nakuru,Unemployed,Salary,53966.16,405.4,617,106453.14,Fully Paid,36,6/23/2020,No
CUS0574,46,Female,Nakuru,Student,Current,94621.91,24206.9,481,49598.84,Defaulted,32,2/3/2021,No
CUS0575,30,Female,Nairobi,Self-Employed,Salary,43153.81,132282.75,615,175261.84,Defaulted,41,12/16/2021,No
CUS0576,29,Male,Mombasa,Self-Employed,Salary,97824.39,248515.16,705,426203.15,Fully Paid,15,5/25/2020,No
CUS0577,48,Male,Nakuru,Unemployed,Salary,52208.38,14167.46,369,47648.6,Active,31,2/22/2021,No
CUS0578,63,Female,Nairobi,Student,Fixed Deposit,485609.43,25718.61,459,6548.16,Defaulted,6,1/20/2018,No
CUS0579,19,Female,Nakuru,Unemployed,Fixed Deposit,366326.4,5713.17,539,46980.47,Fully Paid,25,8/18/2018,Yes
CUS0580,68,Male,Nairobi,Employed,Savings,14535.51,61468.48,822,179518.83,Fully Paid,49,6/4/2018,No
CUS0581,67,Female,Mombasa,Self-Employed,Savings,42252.79,292133.59,437,35815.79,Active,52,4/20/2023,No
CUS0582,52,Male,Nakuru,Self-Employed,Current,80157.11,220851.78,794,294403.24,Active,18,12/14/2022,No
CUS0583,40,Male,Nairobi,Employed,Savings,53890.46,171787.19,546,92152.66,Active,22,11/16/2021,No
CUS0584,34,Male,Nairobi,Employed,Salary,127870.29,32232.67,842,486217.25,Fully Paid,31,1/26/2023,No
CUS0585,43,Female,Mombasa,Unemployed,Savings,58758.78,7089.23,823,238373.15,Active,36,11/2/2018,No
CUS0586,25,Female,Nakuru,Self-Employed,Salary,18617.93,227988.67,542,187138.08,Active,9,1/22/2021,No
CUS0587,46,Male,Nairobi,Employed,Current,132806.06,43257.08,635,37249.91,Defaulted,46,3/15/2018,Yes
CUS0588,43,Male,Eldoret,Self-Employed,Savings,1818.26,178855.18,721,128500.95,Fully Paid,3,9/6/2022,No
CUS0589,27,Male,Nairobi,Employed,Salary,119194.46,102942.37,493,21897.86,Defaulted,33,1/27/2020,No
CUS0590,43,Male,Eldoret,Employed,Current,134994.03,32994.81,607,160131.51,Defaulted,27,4/7/2021,Yes
CUS0591,51,Male,Eldoret,Unemployed,Current,65213.2,4719.51,805,373844.78,Fully Paid,43,2/5/2021,No
CUS0592,68,Female,Mombasa,Employed,Savings,29951.74,78414.64,580,117320.57,Active,1,10/31/2018,No
CUS0593,58,Male,Mombasa,Employed,Fixed Deposit,409222.85,49016.19,738,250081.36,Active,44,5/30/2020,No
CUS0594,24,Female,Mombasa,Student,Savings,78550.33,20788.42,782,420714.73,Active,57,9/19/2018,Yes
CUS0595,21,Male,Kisumu,Employed,Current,73698.96,71207.64,522,21860.78,Active,9,3/27/2018,No
CUS0596,67,Female,Nairobi,Employed,Current,63294.81,77195.31,416,46021.08,Defaulted,5,9/24/2019,No
CUS0597,62,Female,Nairobi,Student,Fixed Deposit,301921.15,27455.96,491,42715.96,Defaulted,15,1/17/2020,No
CUS0598,28,Female,Nairobi,Self-Employed,Fixed Deposit,53764.55,150794.47,815,306546.48,Active,50,1/16/2023,No
CUS0599,46,Female,Mombasa,Self-Employed,Current,21120.07,129795.88,829,355097.77,Active,9,3/26/2023,No
CUS0600,53,Female,Nairobi,Unemployed,Savings,13490.79,14477.42,606,54578.23,Fully Paid,45,6/19/2022,Yes
CUS0601,42,Female,Kisumu,Employed,Salary,35957.65,184634.35,831,366818.45,Fully Paid,28,6/15/2023,No
CUS0602,38,Male,Eldoret,Self-Employed,Savings,51689.79,27010.17,421,25892.17,Active,13,10/29/2022,No
CUS0603,53,Female,Nairobi,Self-Employed,Current,198487.17,145506.88,453,11344.07,Defaulted,24,3/23/2018,No
CUS0604,27,Male,Mombasa,Unemployed,Current,132259.61,12215.63,836,386357.72,Fully Paid,45,1/15/2023,No
CUS0605,54,Female,Mombasa,Self-Employed,Salary,18581.83,109197.67,751,152469.3,Fully Paid,59,1/3/2020,No
CUS0606,26,Female,Nakuru,Self-Employed,Current,107487.98,236274.16,468,24503.58,Active,10,3/7/2019,No
CUS0607,41,Male,Eldoret,Self-Employed,Current,101845.82,292013.58,358,24678.32,Defaulted,42,10/28/2021,No
CUS0608,52,Female,Nakuru,Self-Employed,Fixed Deposit,114875.52,284159.66,600,139843.84,Fully Paid,22,5/27/2019,Yes
CUS0609,66,Male,Eldoret,Unemployed,Current,184453.11,5319.65,849,353193.15,Active,39,9/27/2021,No
CUS0610,52,Male,Nairobi,Self-Employed,Savings,44635.76,83374.72,416,20638.6,Defaulted,22,7/30/2018,No
CUS0611,65,Male,Nakuru,Self-Employed,Current,198939.03,288097.35,426,30714.74,Active,37,12/26/2019,No
CUS0612,53,Male,Nakuru,Self-Employed,Fixed Deposit,239032.53,148415.98,704,343210.52,Active,52,5/17/2022,No
CUS0613,35,Female,Nairobi,Self-Employed,Salary,95114.08,78323.36,698,97270.52,Active,39,2/20/2021,No
CUS0614,66,Female,Eldoret,Self-Employed,Current,25428.69,217959.15,814,343348.44,Fully Paid,20,12/16/2022,Yes
CUS0615,56,Male,Nairobi,Unemployed,Current,93574.43,5688.41,797,132537.33,Active,10,11/27/2022,No
CUS0616,49,Female,Kisumu,Self-Employed,Savings,24637.82,94829.15,827,472501.47,Active,10,4/12/2020,No
CUS0617,41,Female,Nairobi,Student,Salary,126979.07,26981.23,697,185037.15,Fully Paid,26,6/18/2023,No
CUS0618,40,Male,Mombasa,Unemployed,Salary,119748.74,3249.58,564,57065.08,Fully Paid,25,6/25/2021,No
CUS0619,49,Female,Kisumu,Self-Employed,Savings,82593.82,38030.03,562,20514.98,Defaulted,53,3/15/2022,No
CUS0620,54,Male,Mombasa,Self-Employed,Savings,72637.33,95372.2,697,196993.34,Defaulted,56,11/13/2018,No
CUS0621,29,Male,Mombasa,Student,Fixed Deposit,424707.45,20173.64,826,299738.9,Fully Paid,28,3/11/2023,No
CUS0622,66,Female,Nairobi,Self-Employed,Savings,20882.05,54464.6,735,138964.05,Fully Paid,13,3/20/2023,No
CUS0623,30,Female,Nakuru,Unemployed,Savings,45752.33,9431.89,659,136724.21,Active,15,4/30/2019,No
CUS0624,40,Female,Nairobi,Self-Employed,Savings,69492.84,195654.39,428,47032.69,Defaulted,6,11/6/2022,No
CUS0625,42,Male,Mombasa,Self-Employed,Savings,64101.86,257646.36,540,29456.12,Fully Paid,52,11/29/2018,No
CUS0626,52,Male,Eldoret,Employed,Current,144689.12,69077.83,521,138485.45,Fully Paid,12,6/23/2023,No
CUS0627,58,Female,Nakuru,Employed,Fixed Deposit,150916.27,168948.87,513,160295.68,Active,19,6/27/2022,No
CUS0628,47,Female,Mombasa,Student,Savings,10745.04,10872.66,434,15342.37,Defaulted,32,7/19/2022,No
CUS0629,34,Female,Nakuru,Self-Employed,Savings,91763.85,209494.63,685,87154.5,Defaulted,11,12/29/2018,No
CUS0630,66,Female,Nakuru,Self-Employed,Savings,56457.02,140588.6,602,16110.87,Defaulted,38,12/11/2022,No
CUS0631,37,Male,Nakuru,Student,Current,34996.06,7867.03,586,133895.71,Active,33,4/24/2020,No
CUS0632,65,Female,Mombasa,Self-Employed,Savings,79550.22,219993.77,488,5117.34,Defaulted,2,2/20/2018,No
CUS0633,42,Male,Nairobi,Self-Employed,Current,183411.34,80973.53,596,121812.37,Active,55,1/3/2019,No
CUS0634,39,Male,Nairobi,Unemployed,Fixed Deposit,126303.58,3532.47,825,403640.09,Fully Paid,15,2/17/2022,No
CUS0635,30,Female,Nairobi,Self-Employed,Savings,81923.83,120330.42,688,172848.47,Fully Paid,36,3/9/2023,No
CUS0636,36,Female,Mombasa,Employed,Savings,93389.28,141059.34,758,412692.17,Fully Paid,5,11/12/2019,No
CUS0637,66,Female,Nairobi,Self-Employed,Savings,93897.8,85519.01,560,164492.38,Defaulted,15,5/22/2022,No
CUS0638,53,Male,Kisumu,Self-Employed,Current,183260.51,71425.23,412,20106.24,Defaulted,43,3/22/2023,No
CUS0639,29,Female,Nairobi,Employed,Salary,86498.94,31692.12,335,34624.81,Active,10,4/23/2020,No
CUS0640,58,Female,Nairobi,Self-Employed,Savings,36264.92,152060.07,378,27233.63,Defaulted,17,7/1/2022,No
CUS0641,36,Male,Nakuru,Employed,Salary,11018.19,102869.75,574,175766.57,Defaulted,34,10/3/2021,No
CUS0642,29,Female,Mombasa,Employed,Savings,7030.31,69757.52,577,143148.11,Active,52,11/5/2022,No
CUS0643,26,Male,Nairobi,Employed,Salary,70037.46,39120.87,611,149400.81,Fully Paid,24,2/14/2022,No
CUS0644,24,Female,Nakuru,Employed,Current,82868.6,102973.5,828,232033.66,Fully Paid,10,7/19/2022,No
CUS0645,45,Male,Nairobi,Self-Employed,Fixed Deposit,133121.26,240697.43,503,188225.34,Active,52,5/24/2019,No
CUS0646,31,Female,Kisumu,Unemployed,Current,82118.61,14305.64,316,29794.52,Defaulted,30,7/1/2019,No
CUS0647,48,Female,Nakuru,Self-Employed,Current,39056.76,261022.57,775,216900.64,Active,3,11/23/2018,No
CUS0648,69,Male,Nairobi,Employed,Salary,128830.78,31629.06,810,234804.31,Fully Paid,51,6/1/2022,No
CUS0649,36,Male,Nakuru,Employed,Fixed Deposit,184187.7,194291.28,509,125847.57,Active,37,12/7/2021,No
CUS0650,64,Female,Mombasa,Employed,Current,121720.05,88040.08,798,256682.1,Fully Paid,3,8/10/2018,No
CUS0651,33,Male,Mombasa,Self-Employed,Savings,50781.46,297311.38,701,362329.73,Active,40,2/23/2020,No
CUS0652,22,Male,Nairobi,Employed,Savings,6136.33,72945.31,728,453007.17,Fully Paid,5,11/22/2022,Yes
CUS0653,52,Male,Nairobi,Self-Employed,Salary,141912.72,152030.19,377,47816.48,Defaulted,28,3/21/2018,Yes
CUS0654,29,Male,Eldoret,Employed,Current,107809.07,90167.71,379,40446.58,Defaulted,44,10/25/2022,Yes
CUS0655,42,Female,Nairobi,Unemployed,Current,68386.24,7115.21,605,49058.63,Fully Paid,14,8/21/2020,Yes
CUS0656,69,Female,Mombasa,Employed,Fixed Deposit,121156.96,173187.96,357,37682.89,Defaulted,39,4/1/2019,Yes
CUS0657,38,Male,Mombasa,Employed,Salary,57393.73,156891.22,829,365996.02,Fully Paid,11,2/13/2019,No
CUS0658,53,Male,Mombasa,Unemployed,Current,8999.76,19843.03,507,69324.56,Fully Paid,8,7/31/2022,No
CUS0659,40,Male,Nairobi,Employed,Fixed Deposit,213601.17,134297.5,810,378739.46,Fully Paid,37,2/24/2023,Yes
CUS0660,33,Male,Nairobi,Employed,Fixed Deposit,289168.67,108753.62,434,37160.46,Defaulted,8,7/31/2020,No
CUS0661,56,Female,Kisumu,Self-Employed,Current,175013.92,45220.68,821,396904.28,Fully Paid,12,12/18/2019,No
CUS0662,62,Female,Nairobi,Self-Employed,Savings,69050.07,299037.2,382,14224.1,Defaulted,15,9/18/2019,No
CUS0663,59,Male,Nairobi,Self-Employed,Salary,25621.52,174428.58,343,30210.4,Active,19,8/8/2022,Yes
CUS0664,56,Male,Nairobi,Employed,Current,33810.53,149081.17,782,456272.16,Fully Paid,48,6/17/2022,No
CUS0665,31,Male,Mombasa,Employed,Salary,69937.27,99146.21,792,239482.13,Fully Paid,46,11/20/2022,No
CUS0666,48,Female,Nakuru,Employed,Savings,20375.07,123111.67,798,224612.43,Fully Paid,28,4/12/2019,No
CUS0667,22,Male,Nairobi,Employed,Savings,3757.13,190238.21,317,18286.12,Defaulted,7,4/2/2019,No
CUS0668,52,Female,Nairobi,Unemployed,Salary,122702.08,3328.39,593,84847.27,Active,40,2/18/2018,No
CUS0669,40,Male,Nairobi,Self-Employed,Current,8806.9,101864.32,447,14318.25,Defaulted,7,9/13/2021,No
CUS0670,46,Female,Kisumu,Employed,Current,166984.47,55850.15,771,53626.23,Active,30,1/31/2019,No
CUS0671,60,Male,Kisumu,Self-Employed,Fixed Deposit,114846.78,241820.45,471,33164.9,Defaulted,18,3/27/2020,No
CUS0672,28,Female,Mombasa,Employed,Fixed Deposit,488605.28,40547.69,830,255024.85,Active,24,11/4/2019,No
CUS0673,35,Male,Nakuru,Unemployed,Current,122755.41,1632.63,419,34141.21,Active,6,7/25/2019,No
CUS0674,64,Male,Kisumu,Employed,Savings,73763.31,80744,365,16416.24,Defaulted,58,11/6/2022,No
CUS0675,29,Male,Nakuru,Employed,Salary,25467.71,117411.99,440,32840.93,Active,51,5/23/2018,No
CUS0676,26,Female,Nakuru,Self-Employed,Salary,130694.57,133756.94,745,367285.97,Fully Paid,4,6/4/2023,No
CUS0677,27,Male,Nairobi,Self-Employed,Savings,84080.04,32548.57,805,286600.69,Fully Paid,55,5/3/2022,No
CUS0678,61,Female,Nairobi,Self-Employed,Salary,101418.98,288097.64,488,31767.04,Active,3,7/26/2019,Yes
CUS0679,34,Female,Nairobi,Employed,Salary,80318.48,191987.82,457,7911.51,Defaulted,49,12/21/2019,No
CUS0680,55,Male,Nairobi,Employed,Current,145690.39,77490.57,545,71159.36,Fully Paid,54,8/6/2021,No
CUS0681,24,Male,Eldoret,Self-Employed,Fixed Deposit,52667.7,224827.17,332,14377.33,Defaulted,51,11/9/2020,Yes
CUS0682,63,Male,Mombasa,Employed,Current,120525.95,128357.82,660,19878.75,Fully Paid,59,3/29/2020,No
CUS0683,30,Female,Nairobi,Unemployed,Savings,84893.21,4749.53,629,110153.55,Active,47,10/23/2021,No
CUS0684,57,Male,Nakuru,Employed,Fixed Deposit,210604.95,74569.16,811,499851.34,Fully Paid,58,9/24/2022,No
CUS0685,59,Female,Mombasa,Self-Employed,Salary,25160.51,157522.89,370,22414.96,Defaulted,6,1/3/2021,No
CUS0686,26,Female,Nairobi,Self-Employed,Fixed Deposit,239394.76,137386.34,612,46157.59,Defaulted,26,11/10/2019,Yes
CUS0687,67,Male,Nairobi,Employed,Current,146785.37,79508.99,378,30752.05,Active,44,4/8/2023,No
CUS0688,44,Male,Mombasa,Self-Employed,Savings,11622.82,246103.25,468,40704.87,Active,51,2/26/2018,No
CUS0689,19,Male,Nakuru,Unemployed,Savings,21398.81,9629.26,479,49215.39,Defaulted,38,8/25/2018,No
CUS0690,22,Male,Nairobi,Employed,Current,33772.61,141324.17,559,120131.5,Fully Paid,11,12/2/2022,No
CUS0691,46,Male,Nairobi,Student,Savings,79897.83,9731.84,785,146872.75,Fully Paid,52,6/11/2023,No
CUS0692,54,Male,Mombasa,Self-Employed,Current,17264.06,169382.15,304,15846.43,Defaulted,29,6/19/2019,No
CUS0693,55,Female,Nairobi,Employed,Current,138884.37,84055.93,596,189466.47,Active,20,1/1/2019,No
CUS0694,36,Female,Kisumu,Employed,Fixed Deposit,214905.61,119490.31,659,135697.27,Active,10,4/4/2021,No
CUS0695,25,Female,Mombasa,Employed,Savings,75823.33,162740.39,416,44221.13,Active,26,5/26/2023,No
CUS0696,65,Male,Nairobi,Self-Employed,Current,193054.77,235295.7,656,86822.71,Active,48,6/28/2019,No
CUS0697,62,Female,Eldoret,Unemployed,Current,27336.33,7084.41,738,416690.16,Active,27,3/20/2018,No
CUS0698,18,Female,Kisumu,Unemployed,Savings,32124.12,13885.54,630,143530.93,Fully Paid,50,8/11/2018,Yes
CUS0699,39,Female,Nairobi,Student,Savings,81202.42,28532.25,824,277549.58,Fully Paid,14,5/6/2021,No
CUS0700,69,Female,Mombasa,Unemployed,Savings,27349.68,12513.39,487,34111.78,Defaulted,36,6/8/2020,Yes
CUS0701,34,Female,Nakuru,Self-Employed,Salary,40116.88,61554.83,580,136698.89,Defaulted,59,12/9/2019,No
CUS0702,24,Male,Kisumu,Employed,Savings,82712.42,145550.47,810,359274.48,Fully Paid,12,2/1/2022,No
CUS0703,42,Male,Nairobi,Self-Employed,Fixed Deposit,494187.06,49373.23,765,139431.5,Active,52,5/30/2022,No
CUS0704,62,Female,Eldoret,Employed,Salary,87963.28,178258.77,414,13744.95,Active,59,10/5/2019,No
CUS0705,21,Female,Mombasa,Self-Employed,Fixed Deposit,175121.94,164664.94,535,49256.3,Active,23,6/12/2020,No
CUS0706,53,Female,Nairobi,Employed,Savings,40458.03,95473.93,637,33595.61,Defaulted,21,5/26/2021,No
CUS0707,23,Male,Nairobi,Employed,Salary,33818.25,39691.12,821,484814.17,Active,8,11/13/2020,No
CUS0708,48,Male,Nairobi,Employed,Savings,76426.84,94733.23,498,6760.62,Defaulted,39,8/25/2018,No
CUS0709,36,Female,Nakuru,Employed,Current,155827.43,183545.13,349,49883.67,Defaulted,58,2/28/2020,Yes
CUS0710,61,Male,Nairobi,Self-Employed,Salary,132516.94,25875.24,441,35192.25,Defaulted,9,1/17/2023,Yes
CUS0711,56,Male,Nairobi,Self-Employed,Current,10187.5,152901.48,827,105013.82,Active,24,3/26/2021,Yes
CUS0712,44,Female,Nakuru,Self-Employed,Current,114586.36,280724.27,813,76837.81,Fully Paid,31,1/25/2019,No
CUS0713,27,Male,Nairobi,Self-Employed,Savings,22211.29,130555.48,329,49601.82,Defaulted,25,6/6/2019,Yes
CUS0714,43,Male,Nairobi,Self-Employed,Current,71472.19,139889.19,381,10902.03,Defaulted,17,4/1/2018,No
CUS0715,36,Female,Nairobi,Employed,Current,158066.34,128355.21,330,49286.28,Active,42,12/22/2021,No
CUS0716,56,Male,Nairobi,Employed,Savings,20011.33,108699.35,632,174312.72,Fully Paid,29,6/12/2020,No
CUS0717,20,Male,Nairobi,Self-Employed,Salary,99367.85,67208.47,476,22161.58,Active,3,1/4/2018,No
CUS0718,62,Female,Kisumu,Self-Employed,Salary,101639.27,25195.55,669,18494.95,Fully Paid,21,11/30/2020,No
CUS0719,30,Male,Nairobi,Employed,Salary,143573.15,133667.98,846,74199.61,Active,57,3/11/2023,No
CUS0720,67,Male,Nairobi,Employed,Current,156156.38,186537.12,834,347774.3,Active,8,7/10/2022,No
CUS0721,45,Female,Nakuru,Employed,Fixed Deposit,411635.82,48081.9,405,37278.08,Active,14,1/7/2021,Yes
CUS0722,37,Female,Kisumu,Self-Employed,Salary,84424.1,79066.76,396,47326.17,Defaulted,58,11/7/2021,No
CUS0723,45,Female,Mombasa,Employed,Salary,36149.31,92939.01,529,76134.45,Fully Paid,39,1/13/2022,No
CUS0724,25,Male,Mombasa,Self-Employed,Current,87984.86,246447.82,526,143789.4,Active,16,4/10/2023,No
CUS0725,58,Female,Nairobi,Unemployed,Savings,55399.47,5385.21,670,180397.52,Fully Paid,18,2/28/2022,No
CUS0726,56,Male,Mombasa,Employed,Savings,68163.51,179949.25,399,11376.67,Defaulted,31,2/18/2022,No
CUS0727,18,Female,Mombasa,Student,Current,123503.28,6373.95,744,328609.2,Fully Paid,11,10/5/2021,No
CUS0728,20,Male,Nairobi,Self-Employed,Current,81825.68,283467.85,767,228619.42,Fully Paid,38,2/8/2019,No
